name,unit,ea5ccbc7fd64d270b2972293f942575bc9f7cd0d
domain-theory.directed-families-posets,ms,152
species.morphisms-finite-species,ms,151
real-numbers.real-numbers-from-lower-dedekind-real-numbers,ms,151
elementary-number-theory.positive-rational-numbers,ms,151
metric-spaces.rational-sequences-approximating-zero,ms,151
real-numbers.multiplication-nonnegative-real-numbers,ms,151
category-theory.indiscrete-precategories,ms,150
foundation.binary-reflecting-maps-equivalence-relations,ms,150
elementary-number-theory.integer-fractions,ms,149
foundation.universal-property-cartesian-product-types,ms,149
synthetic-homotopy-theory.wedges-of-pointed-types,ms,149
real-numbers.real-sequences-approximating-zero,ms,149
univalent-combinatorics,ms,149
foundation.logical-operations-booleans,ms,149
category-theory.coproducts-in-precategories,ms,148
universal-algebra.kernels,ms,148
univalent-combinatorics.surjective-maps,ms,148
foundation.epimorphisms-with-respect-to-sets,ms,148
commutative-algebra.convolution-sequences-commutative-rings,ms,148
univalent-combinatorics.classical-finite-types,ms,148
univalent-combinatorics.kuratowski-finite-sets,ms,148
foundation.morphisms-forks-over-morphisms-double-arrows,ms,147
order-theory.dependent-products-large-frames,ms,147
group-theory.integer-multiples-of-elements-large-abelian-groups,ms,147
group-theory.congruence-relations-semigroups,ms,147
group-theory.full-subgroups,ms,146
analysis.metric-abelian-groups-normed-real-vector-spaces,ms,146
real-numbers.macneille-real-numbers,ms,146
commutative-algebra.ideals-generated-by-subsets-commutative-rings,ms,146
synthetic-homotopy-theory.descent-sequential-colimits,ms,146
complex-numbers.large-ring-of-complex-numbers,ms,146
elementary-number-theory.inequality-standard-finite-types,ms,146
globular-types.globular-equivalences,ms,146
order-theory.knaster-tarski-fixed-point-theorem,ms,146
commutative-algebra.radical-ideals-commutative-rings,ms,145
foundation.complements-images,ms,145
order-theory.order-preserving-maps-large-preorders,ms,144
structured-types.equivalences-h-spaces,ms,144
elementary-number-theory.absolute-value-integers,ms,144
ring-theory.subsets-rings,ms,144
elementary-number-theory.prime-numbers,ms,144
elementary-number-theory.multiplicative-group-of-rational-numbers,ms,144
species.products-cauchy-series-species-of-types-in-subuniverses,ms,144
real-numbers.unit-closed-interval-real-numbers,ms,143
category-theory.nonunital-precategories,ms,143
foundation.involutions,ms,143
synthetic-homotopy-theory,ms,143
foundation.type-theoretic-principle-of-choice,ms,143
elementary-number-theory.squares-integers,ms,142
analysis.convergent-series-metric-abelian-groups,ms,142
foundation.commuting-tetrahedra-of-maps,ms,142
order-theory.closed-intervals-posets,ms,142
structured-types.pointed-retractions,ms,142
modal-type-theory.transport-along-crisp-identifications,ms,141
globular-types.reflexive-globular-types,ms,141
foundation.homotopy-algebra,ms,141
group-theory.quotient-groups-concrete-groups,ms,141
synthetic-homotopy-theory.descent-data-sequential-colimits,ms,141
foundation.subuniverse-parametric-types,ms,140
orthogonal-factorization-systems.reflective-subuniverses,ms,140
modal-type-theory.crisp-dependent-pair-types,ms,140
group-theory.congruence-relations-commutative-monoids,ms,140
real-numbers,ms,140
foundation-core.transport-along-identifications,ms,139
foundation.global-subuniverses,ms,139
higher-group-theory.homomorphisms-higher-groups,ms,139
synthetic-homotopy-theory.null-cocones-under-pointed-span-diagrams,ms,139
foundation.structure-identity-principle,ms,139
group-theory.concrete-groups,ms,139
linear-algebra.bilinear-maps-left-modules-commutative-rings,ms,139
univalent-combinatorics.universal-property-standard-finite-types,ms,139
foundation.fibered-involutions,ms,138
order-theory.order-preserving-maps-large-posets,ms,138
elementary-number-theory.decidable-types,ms,138
complex-numbers.similarity-complex-numbers,ms,138
foundation.weakly-constant-maps,ms,138
orthogonal-factorization-systems.functoriality-pullback-hom,ms,138
real-numbers.real-numbers-from-upper-dedekind-real-numbers,ms,138
species.composition-cauchy-series-species-of-types-in-subuniverses,ms,137
univalent-combinatorics.finitely-many-connected-components,ms,137
univalent-combinatorics.symmetric-difference,ms,137
elementary-number-theory.arithmetic-sequences-positive-rational-numbers,ms,137
univalent-combinatorics.inhabited-finite-types,ms,137
ring-theory.additive-orders-of-elements-rings,ms,137
foundation.cones-over-inverse-sequential-diagrams,ms,137
foundation.category-of-families-of-sets,ms,136
foundation.axiom-of-choice,ms,136
foundation.inhabited-types,ms,136
foundation.binary-transport,ms,136
category-theory.maps-categories,ms,136
foundation.unital-binary-operations,ms,136
globular-types.large-colax-reflexive-globular-maps,ms,136
commutative-algebra.sums-of-finite-sequences-of-elements-commutative-semirings,ms,136
foundation.injective-maps,ms,135
synthetic-homotopy-theory.induction-principle-pushouts,ms,135
elementary-number-theory.nonnegative-rational-numbers,ms,135
linear-algebra.bilinear-maps-left-modules-rings,ms,134
modal-type-theory.functoriality-flat-modality,ms,134
foundation.fundamental-theorem-of-identity-types,ms,134
foundation.unit-type,ms,134
order-theory.resizing-posets,ms,134
foundation.trivial-sigma-decompositions,ms,134
metric-spaces.saturated-rational-neighborhood-relations,ms,134
foundation.homotopy-induction,ms,134
group-theory.homomorphisms-concrete-groups,ms,134
foundation.exclusive-disjunction,ms,134
elementary-number-theory.closed-intervals-rational-numbers,ms,134
foundation.pointed-torsorial-type-families,ms,134
foundation.precomposition-functions-into-subuniverses,ms,133
elementary-number-theory.strict-inequality-standard-finite-types,ms,133
higher-group-theory.iterated-cartesian-products-higher-groups,ms,133
foundation.functoriality-function-types,ms,133
synthetic-homotopy-theory.loop-spaces,ms,132
foundation.discrete-sigma-decompositions,ms,132
group-theory.congruence-relations-monoids,ms,132
elementary-number-theory.equality-integers,ms,132
synthetic-homotopy-theory.retracts-of-sequential-diagrams,ms,132
real-numbers.short-map-binary-maximum-real-numbers,ms,132
real-numbers.isometry-addition-real-numbers,ms,132
real-numbers.addition-nonnegative-real-numbers,ms,132
real-numbers.sums-of-finite-sequences-of-nonnegative-real-numbers,ms,131
elementary-number-theory.inequality-integer-fractions,ms,131
foundation.equivalence-induction,ms,131
foundation.dependent-universal-property-equivalences,ms,131
commutative-algebra.sums-of-finite-sequences-of-elements-commutative-rings,ms,131
globular-types.dependent-reflexive-globular-types,ms,131
commutative-algebra.commutative-semirings,ms,131
ring-theory.dependent-products-semirings,ms,131
foundation.inequality-booleans,ms,130
foundation.spans-of-spans,ms,130
metric-spaces.functoriality-short-maps-cauchy-pseudocompletions-of-metric-spaces,ms,130
foundation.action-on-identifications-functions,ms,130
foundation.choice-of-representatives-equivalence-relation,ms,130
group-theory.intersections-subgroups-groups,ms,130
order-theory.similarity-of-elements-large-posets,ms,130
globular-types.large-lax-reflexive-globular-maps,ms,129
group-theory.commutator-subgroups,ms,129
group-theory.sums-of-finite-sequences-of-elements-commutative-monoids,ms,129
foundation.1-types,ms,129
commutative-algebra.products-commutative-rings,ms,129
real-numbers.upper-dedekind-real-numbers,ms,129
wild-category-theory.noncoherent-omega-precategories,ms,129
linear-algebra.tuples-on-rings,ms,129
foundation.weak-function-extensionality,ms,128
ring-theory.geometric-sequences-semirings,ms,128
foundation-core.sets,ms,128
graph-theory.enriched-undirected-graphs,ms,128
analysis.convergent-series-complete-metric-abelian-groups,ms,128
foundation.propositional-maps,ms,128
foundation-core.type-theoretic-principle-of-choice,ms,128
synthetic-homotopy-theory.cofibers-of-maps,ms,128
globular-types.globular-maps,ms,128
real-numbers.transposition-addition-subtraction-cuts-dedekind-real-numbers,ms,128
species.exponentials-cauchy-series-of-types-in-subuniverses,ms,128
ring-theory.poset-of-left-ideals-rings,ms,128
foundation.discrete-relaxed-sigma-decompositions,ms,128
order-theory.preorders,ms,127
real-numbers.lower-dedekind-real-numbers,ms,127
elementary-number-theory.semiring-of-natural-numbers,ms,127
foundation.universal-property-unit-type,ms,127
foundation.functoriality-propositional-truncation,ms,127
group-theory.sums-of-finite-sequences-of-elements-abelian-groups,ms,127
group-theory.full-subsemigroups,ms,127
group-theory.homomorphisms-commutative-monoids,ms,127
order-theory.greatest-lower-bounds-large-posets,ms,127
synthetic-homotopy-theory.powers-of-loops,ms,127
set-theory.dependent-products-cardinals,ms,126
ring-theory.poset-of-right-ideals-rings,ms,126
foundation.connected-components-universes,ms,126
foundation.isomorphisms-of-sets,ms,126
foundation.transport-along-homotopies,ms,126
complex-numbers.field-of-complex-numbers,ms,126
foundation.action-on-identifications-binary-functions,ms,126
reflection.type-checking-monad,ms,126
foundation.commuting-tetrahedra-of-homotopies,ms,126
order-theory.large-meet-semilattices,ms,126
group-theory.homomorphisms-concrete-group-actions,ms,126
ring-theory.right-ideals-rings,ms,126
linear-algebra.addition-linear-maps-left-modules-rings,ms,126
category-theory.pregroupoids,ms,126
foundation.uniqueness-set-truncations,ms,126
univalent-combinatorics.subfinitely-enumerable-types,ms,125
wild-category-theory.coinductive-isomorphisms-in-noncoherent-large-omega-precategories,ms,125
elementary-number-theory.negative-rational-numbers,ms,125
foundation.symmetric-binary-relations,ms,125
real-numbers.increasing-endomaps-real-numbers,ms,125
orthogonal-factorization-systems.closed-modalities,ms,125
elementary-number-theory.binomial-coefficients,ms,124
foundation.apartness-relations,ms,124
metric-spaces,ms,124
foundation-core.retracts-of-types,ms,124
modal-type-theory.crisp-coproduct-types,ms,124
linear-algebra.vector-spaces,ms,124
foundation.decidable-dependent-function-types,ms,124
category-theory.yoneda-lemma-categories,ms,124
complex-numbers.apartness-complex-numbers,ms,124
synthetic-homotopy-theory.recursion-principle-pushouts,ms,124
graph-theory.cartesian-products-reflexive-graphs,ms,123
order-theory.homomorphisms-meet-semilattices,ms,123
foundation.equivalences-spans-families-of-types,ms,123
foundation.commuting-triangles-of-homotopies,ms,123
elementary-number-theory.equality-natural-numbers,ms,122
real-numbers.enclosing-closed-rational-intervals-real-numbers,ms,122
graph-theory.equivalences-reflexive-graphs,ms,122
real-numbers.sequences-with-alternating-signs-real-numbers,ms,122
foundation.commuting-hexagons-of-identifications,ms,122
group-theory.monoids,ms,122
elementary-number-theory.cross-multiplication-difference-integer-fractions,ms,122
real-numbers.inequality-macneille-real-numbers,ms,122
foundation.mere-equality,ms,122
elementary-number-theory.powers-nonnegative-rational-numbers,ms,122
modal-type-theory.sharp-modality,ms,121
lists.equivalence-tuples-finite-sequences,ms,121
metric-spaces.functoriality-isometries-cauchy-pseudocompletions-of-pseudometric-spaces,ms,121
real-numbers.integer-powers-positive-real-numbers,ms,121
elementary-number-theory.finitely-cyclic-maps,ms,121
order-theory.closure-operators-large-posets,ms,120
synthetic-homotopy-theory.1-acyclic-types,ms,120
real-numbers.multiplication-nonzero-real-numbers,ms,120
category-theory.left-kan-extensions-precategories,ms,119
elementary-number-theory.multiplication-integer-fractions,ms,119
foundation.universal-property-dependent-function-types,ms,119
ring-theory.nonunital-left-algebras-rings,ms,119
group-theory.free-groups-with-one-generator,ms,119
elementary-number-theory.infinitude-of-primes,ms,119
foundation.inhabited-subtypes,ms,118
set-theory.finite-elements-increasing-binary-sequences,ms,118
metric-spaces.unit-map-metric-quotients-of-pseudometric-spaces,ms,118
univalent-combinatorics.dedekind-finite-types,ms,118
higher-group-theory.free-higher-group-actions,ms,118
order-theory.zorns-lemma,ms,118
elementary-number-theory.well-ordering-principle-natural-numbers,ms,118
foundation.strict-symmetrization-binary-relations,ms,117
linear-algebra.linear-endomaps-left-modules-rings,ms,117
structured-types.morphisms-twisted-pointed-arrows,ms,117
commutative-algebra.poset-of-radical-ideals-commutative-rings,ms,117
functional-analysis.ratio-test-series-real-banach-spaces,ms,117
foundation.contractible-maps,ms,117
elementary-number-theory.nonpositive-integers,ms,117
order-theory.inhabited-chains-posets,ms,116
globular-types.dependent-sums-globular-types,ms,116
logic.de-morgans-law,ms,116
metric-spaces.metric-space-of-convergent-cauchy-approximations-metric-spaces,ms,116
globular-types.equality-globular-types,ms,116
set-theory.cardinality-recursive-sets,ms,116
lists.reversing-lists,ms,116
modal-type-theory.flat-sharp-adjunction,ms,116
commutative-algebra.prime-ideals-commutative-rings,ms,115
elementary-number-theory.minimum-natural-numbers,ms,115
foundation.powersets,ms,115
elementary-number-theory.maximum-natural-numbers,ms,115
foundation.large-locale-of-subtypes,ms,115
synthetic-homotopy-theory.double-loop-spaces,ms,115
foundation.diagonal-maps-of-types,ms,115
category-theory.maps-from-small-to-large-categories,ms,114
orthogonal-factorization-systems.connected-maps-at-subuniverses-over-type,ms,114
type-theories.pi-types-precategories-with-attributes,ms,114
foundation.whiskering-identifications-concatenation,ms,114
linear-algebra.scalar-multiplication-tuples-on-rings,ms,113
globular-types.large-reflexive-globular-maps,ms,113
ring-theory.poset-of-ideals-rings,ms,113
order-theory.similarity-of-elements-strict-orders,ms,113
group-theory.torsion-free-groups,ms,113
foundation.coherently-invertible-maps,ms,113
group-theory.arithmetic-sequences-semigroups,ms,112
universal-algebra.category-of-algebras-algebraic-theories,ms,112
order-theory.lower-bounds-large-posets,ms,112
order-theory.poset-closed-intervals-posets,ms,112
linear-algebra.linear-endomaps-left-modules-commutative-rings,ms,112
univalent-combinatorics.necklaces,ms,112
type-theories.pi-types-precategories-with-families,ms,112
complex-numbers.nonzero-complex-numbers,ms,112
group-theory.cartesian-products-abelian-groups,ms,111
foundation.0-maps,ms,111
real-numbers.field-of-real-numbers,ms,111
commutative-algebra.dependent-products-commutative-semirings,ms,111
ring-theory.full-ideals-rings,ms,111
modal-type-theory.crisp-identity-types,ms,111
category-theory.set-magmoids,ms,110
ring-theory.arithmetic-series-semirings,ms,110
ring-theory.commuting-elements-rings,ms,110
category-theory.augmented-simplex-category,ms,110
metric-spaces.epsilon-delta-limits-of-maps-metric-spaces,ms,110
order-theory.resizing-suplattices,ms,110
metric-spaces.functor-category-short-isometry-metric-spaces,ms,110
foundation.cantors-theorem,ms,110
linear-algebra.left-module-linear-maps-left-modules-commutative-rings,ms,110
foundation.transport-split-type-families,ms,110
graph-theory.trails-undirected-graphs,ms,110
elementary-number-theory.difference-rational-numbers,ms,110
lists.finite-sequences,ms,109
metric-spaces.extensionality-pseudometric-spaces,ms,109
universal-algebra.morphisms-of-models-of-signatures,ms,109
foundation.equality-truncation-levels,ms,109
order-theory.powers-of-large-locales,ms,109
higher-group-theory.deloopable-types,ms,109
group-theory.powers-of-elements-large-groups,ms,109
elementary-number-theory.addition-positive-and-negative-integers,ms,109
ring-theory.arithmetic-sequences-semirings,ms,109
group-theory.equivalences-semigroups,ms,109
order-theory.suplattices,ms,108
order-theory.distributive-lattices,ms,108
univalent-combinatorics.finitely-presented-types,ms,108
foundation.similarity-preserving-maps-cumulative-large-sets,ms,108
elementary-number-theory.multiplication-nonnegative-rational-numbers,ms,108
univalent-combinatorics.repetitions-of-values,ms,108
foundation-core.diagonal-maps-cartesian-products-of-types,ms,108
foundation.limited-principle-of-omniscience,ms,108
group-theory.powers-of-elements-groups,ms,107
domain-theory.omega-complete-posets,ms,107
foundation.extensions-types,ms,107
species.cauchy-series-species-of-types-in-subuniverses,ms,107
real-numbers.rational-approximates-of-real-numbers,ms,107
category-theory.right-kan-extensions-precategories,ms,107
elementary-number-theory.multiplication-positive-and-negative-rational-numbers,ms,107
univalent-combinatorics.function-types,ms,107
commutative-algebra,ms,107
order-theory.similarity-of-elements-posets,ms,106
synthetic-homotopy-theory.coequalizers,ms,106
foundation.similarity-preserving-binary-maps-large-similarity-relations,ms,106
foundation.iterated-dependent-product-types,ms,106
foundation.propositional-resizing,ms,106
ring-theory.function-semirings,ms,106
foundation-core.operations-cospans,ms,106
metric-spaces.closure-subsets-metric-spaces,ms,106
foundation.coslice,ms,106
group-theory.dependent-products-abelian-groups,ms,105
univalent-combinatorics.dual-dedekind-finite-types,ms,105
commutative-algebra.powers-of-elements-large-commutative-rings,ms,105
elementary-number-theory.positive-and-negative-integers,ms,105
ring-theory,ms,105
synthetic-homotopy-theory.total-sequential-diagrams,ms,105
linear-algebra.scalar-multiplication-linear-maps-left-modules-commutative-rings,ms,105
foundation.universal-property-coproduct-types,ms,105
foundation.conjunction,ms,105
order-theory.ordinals,ms,105
foundation.empty-types,ms,105
linear-algebra.kernels-linear-maps-left-modules-rings,ms,105
category-theory.isomorphism-induction-categories,ms,105
foundation.truncated-addition-truncation-levels,ms,105
foundation.type-arithmetic-unit-type,ms,105
synthetic-homotopy-theory.maps-of-prespectra,ms,105
order-theory.subposets,ms,105
elementary-number-theory.sums-of-finite-sequences-of-natural-numbers,ms,105
univalent-combinatorics.complements-isolated-elements,ms,104
trees.inequality-w-types,ms,104
foundation.decidable-type-families,ms,104
linear-algebra.linear-endomaps-vector-spaces,ms,104
real-numbers.similarity-real-numbers,ms,104
orthogonal-factorization-systems.weakly-anodyne-maps,ms,104
foundation.structured-type-duality,ms,104
species.morphisms-species-of-types,ms,104
orthogonal-factorization-systems.modal-operators,ms,104
real-numbers.positive-proper-closed-intervals-real-numbers,ms,104
real-numbers.minimum-lower-dedekind-real-numbers,ms,104
elementary-number-theory.ring-extension-rational-numbers-of-rational-numbers,ms,104
elementary-number-theory.floor-nonnegative-integer-fractions,ms,103
order-theory.dependent-products-large-locales,ms,103
metric-spaces.convergent-cauchy-approximations-metric-spaces,ms,103
metric-spaces.limits-of-cauchy-approximations-pseudometric-spaces,ms,103
metric-spaces.functoriality-isometries-cauchy-pseudocompletions-of-metric-spaces,ms,103
finite-group-theory.groups-of-order-2,ms,103
foundation.decidable-dependent-pair-types,ms,102
metric-spaces.apartness-located-metric-spaces,ms,102
foundation.morphisms-span-diagrams,ms,102
lists.sorted-lists,ms,102
elementary-number-theory.negative-integers,ms,102
elementary-number-theory.addition-natural-numbers,ms,102
synthetic-homotopy-theory.connected-set-bundles-circle,ms,102
linear-algebra.dependent-products-left-modules-rings,ms,102
commutative-algebra.full-ideals-commutative-rings,ms,102
elementary-number-theory.nonnegative-integers,ms,101
real-numbers.maximum-upper-dedekind-real-numbers,ms,101
foundation.reflecting-maps-equivalence-relations,ms,101
modal-type-theory.action-on-identifications-crisp-functions,ms,101
finite-group-theory.finite-commutative-monoids,ms,100
set-theory.bounded-increasing-binary-sequences,ms,100
elementary-number-theory.difference-integers,ms,100
category-theory.products-of-precategories,ms,100
univalent-combinatorics.retracts-of-finite-types,ms,100
elementary-number-theory.inequality-arithmetic-geometric-means-rational-numbers,ms,100
order-theory.large-strict-orders,ms,100
real-numbers.inequality-upper-dedekind-real-numbers,ms,100
category-theory.morphisms-algebras-monads-on-precategories,ms,100
species.species-of-types-in-subuniverses,ms,100
real-numbers.positive-and-negative-real-numbers,ms,99
elementary-number-theory.distance-integers,ms,99
group-theory.wild-representations-monoids,ms,99
category-theory.cores-categories,ms,99
foundation.equality-of-equality-cartesian-product-types,ms,99
elementary-number-theory.difference-natural-numbers,ms,99
group-theory.category-of-group-actions,ms,99
linear-algebra.finite-sequences-in-euclidean-domains,ms,99
foundation.continuations,ms,99
domain-theory.directed-complete-posets,ms,99
elementary-number-theory.squares-natural-numbers,ms,99
foundation.binary-embeddings,ms,99
wild-category-theory.maps-noncoherent-large-omega-precategories,ms,99
foundation-core.propositional-maps,ms,99
lists.repetitions-sequences,ms,98
ring-theory.category-of-cyclic-rings,ms,98
elementary-number-theory.geometric-sequences-rational-numbers,ms,98
foundation.double-negation-dense-equality-maps,ms,98
group-theory.group-actions,ms,98
logic.complements-decidable-subtypes,ms,98
foundation-core.operations-cospan-diagrams,ms,98
wild-category-theory.coinductive-isomorphisms-in-noncoherent-omega-precategories,ms,98
synthetic-homotopy-theory.rewriting-pushouts,ms,98
linear-algebra.tuples-on-euclidean-domains,ms,98
category-theory.simplex-category,ms,98
real-numbers.inequality-lower-dedekind-real-numbers,ms,98
linear-algebra.normed-complex-vector-spaces,ms,98
foundation.large-apartness-relations,ms,98
commutative-algebra.binomial-theorem-commutative-rings,ms,98
ring-theory.nilpotent-elements-semirings,ms,98
category-theory.initial-category,ms,97
foundation.maximum-truncation-levels,ms,97
foundation.weak-limited-principle-of-omniscience,ms,97
synthetic-homotopy-theory.morphisms-cocones-under-morphisms-sequential-diagrams,ms,97
group-theory.sums-of-finite-sequences-of-elements-groups,ms,97
orthogonal-factorization-systems.null-families-of-types,ms,97
foundation-core.operations-spans,ms,97
foundation.mere-path-cosplit-maps,ms,97
foundation.types-with-decidable-universal-quantifications,ms,96
trees.raising-universe-levels-directed-trees,ms,96
metric-spaces.cauchy-sequences-metric-spaces,ms,96
ring-theory.powers-of-elements-large-rings,ms,96
complex-numbers.complex-numbers,ms,96
group-theory.pullbacks-subsemigroups,ms,96
elementary-number-theory.fibonacci-sequence,ms,96
univalent-combinatorics.subfinite-types,ms,95
synthetic-homotopy-theory.cocones-under-pointed-span-diagrams,ms,95
order-theory.strict-orders,ms,95
real-numbers.strictly-increasing-endomaps-real-numbers,ms,95
finite-group-theory.tetrahedra-in-3-space,ms,95
ring-theory.binomial-theorem-rings,ms,95
univalent-combinatorics.inequality-types-with-counting,ms,95
category-theory.natural-numbers-object-precategories,ms,95
linear-algebra,ms,94
order-theory.decidable-posets,ms,94
univalent-combinatorics.trivial-sigma-decompositions,ms,94
foundation.transposition-identifications-along-sections,ms,94
ring-theory.intersections-ideals-rings,ms,94
finite-group-theory.concrete-quaternion-group,ms,94
lists.functoriality-tuples,ms,94
real-numbers.multiplication-negative-real-numbers,ms,94
elementary-number-theory.nonzero-natural-numbers,ms,94
order-theory.locales,ms,93
ring-theory.geometric-sequences-rings,ms,93
metric-spaces.located-metric-spaces,ms,93
order-theory.resizing-preorders,ms,93
commutative-algebra.binomial-theorem-commutative-semirings,ms,93
universal-algebra.terms-over-signatures,ms,93
foundation.iterating-families-of-maps,ms,93
order-theory.large-subsuplattices,ms,92
orthogonal-factorization-systems.lifts-families-of-elements,ms,92
graph-theory.dependent-reflexive-graphs,ms,92
commutative-algebra.function-commutative-semirings,ms,92
structured-types.morphisms-wild-monoids,ms,92
commutative-algebra.ideals-commutative-semirings,ms,92
foundation.sigma-decomposition-subuniverse,ms,92
graph-theory.embeddings-undirected-graphs,ms,92
foundation.equivalences-span-diagrams-families-of-types,ms,92
lists.lists-discrete-types,ms,92
foundation.transposition-identifications-along-retractions,ms,92
ring-theory.multiples-of-elements-semirings,ms,92
orthogonal-factorization-systems.equality-extensions-maps,ms,92
category-theory.natural-transformations-functors-large-categories,ms,92
metric-spaces.functor-category-set-functions-isometry-metric-spaces,ms,92
foundation.function-types-with-apartness-relations,ms,92
metric-spaces.images-isometries-metric-spaces,ms,91
group-theory.cartesian-products-groups,ms,91
commutative-algebra.large-commutative-rings,ms,91
globular-types.colax-reflexive-globular-maps,ms,91
synthetic-homotopy-theory.spectra,ms,91
linear-algebra.tuples-on-commutative-rings,ms,91
foundation.pi-decompositions-subuniverse,ms,91
category-theory.pointed-endofunctors-precategories,ms,90
trees.coproduct-polynomial-endofunctors,ms,90
logic.double-negation-dense-subtypes,ms,90
foundation.equality-dependent-function-types,ms,90
order-theory.spans-closed-intervals-total-orders,ms,90
order-theory.subpreorders,ms,90
linear-algebra.matrices-on-rings,ms,90
foundation.commuting-pentagons-of-identifications,ms,90
order-theory.increasing-sequences-posets,ms,90
foundation.parametric-types,ms,90
foundation.path-split-type-families,ms,90
foundation.large-similarity-relations,ms,89
foundation.trivial-relaxed-sigma-decompositions,ms,89
functional-analysis.standard-euclidean-hilbert-spaces,ms,89
group-theory.category-of-orbits-groups,ms,89
synthetic-homotopy-theory.connective-spectra,ms,89
univalent-combinatorics.decidable-dependent-function-types,ms,89
foundation.large-binary-relations,ms,89
foundation.extensional-binary-functions-apartness-relations,ms,88
globular-types.lax-reflexive-globular-maps,ms,88
category-theory.morphisms-coalgebras-comonads-on-precategories,ms,88
linear-algebra.finite-sequences-in-commutative-rings,ms,88
foundation.identity-systems,ms,88
group-theory.cartesian-products-monoids,ms,88
analysis.differentiability-constant-real-maps-on-proper-closed-intervals-real-numbers,ms,88
category-theory.representable-functors-large-precategories,ms,88
foundation.diagonal-maps-cartesian-products-of-types,ms,87
foundation.unordered-tuples-of-types,ms,87
commutative-algebra.products-subsets-commutative-rings,ms,87
group-theory.multiples-of-elements-large-abelian-groups,ms,87
order-theory.decidable-total-preorders,ms,87
order-theory.inflattices,ms,87
structured-types.small-pointed-types,ms,87
commutative-algebra.trivial-commutative-rings,ms,87
category-theory.exponential-objects-precategories,ms,87
category-theory.representing-arrow-category,ms,87
order-theory.closed-intervals-lattices,ms,86
higher-group-theory.cartesian-products-higher-groups,ms,86
graph-theory.morphisms-dependent-directed-graphs,ms,86
elementary-number-theory.unit-similarity-standard-finite-types,ms,86
metric-spaces.functoriality-short-maps-cauchy-pseudocompletions-of-pseudometric-spaces,ms,86
ring-theory.kernels-of-ring-homomorphisms,ms,86
foundation.binary-homotopies,ms,86
foundation.action-on-homotopies-functions,ms,86
linear-algebra.sums-of-finite-sequences-of-elements-normed-real-vector-spaces,ms,86
foundation-core,ms,86
category-theory.conservative-functors-precategories,ms,85
elementary-number-theory.positive-and-negative-rational-numbers,ms,85
functional-analysis.real-banach-spaces,ms,85
commutative-algebra.intersections-ideals-commutative-rings,ms,85
foundation-core.operations-span-diagrams,ms,85
metric-spaces.limits-of-cauchy-approximations-metric-spaces,ms,85
univalent-combinatorics.discrete-sigma-decompositions,ms,85
foundation.noninjective-maps,ms,85
ring-theory.multiples-of-elements-rings,ms,85
graph-theory.discrete-directed-graphs,ms,85
foundation.transport-along-identifications,ms,85
category-theory.algebras-monads-on-precategories,ms,85
group-theory.stabilizer-groups-concrete-group-actions,ms,85
foundation.dependent-inverse-sequential-diagrams,ms,85
foundation.precomposition-type-families,ms,85
structured-types.commuting-triangles-of-pointed-maps,ms,85
analysis.differentiability-identity-map-on-proper-closed-intervals-real-numbers,ms,84
logic.impredicative-encoding-oracle-modalities,ms,84
metric-spaces.rational-cauchy-approximations,ms,84
synthetic-homotopy-theory.descent-data-pushouts,ms,84
univalent-combinatorics.decidable-propositions,ms,84
group-theory.category-of-semigroups,ms,84
structured-types.pointed-maps,ms,84
structured-types.mere-equivalences-types-equipped-with-endomorphisms,ms,84
elementary-number-theory.mediant-integer-fractions,ms,84
group-theory.centers-groups,ms,84
univalent-combinatorics.de-morgans-law,ms,84
category-theory.maps-from-small-to-large-precategories,ms,83
complex-numbers.conjugation-complex-numbers,ms,83
synthetic-homotopy-theory.conjugation-loops,ms,83
foundation.double-powersets,ms,83
synthetic-homotopy-theory.universal-property-suspensions,ms,83
trees,ms,83
structured-types.morphisms-types-equipped-with-automorphisms,ms,82
logic.irrefutable-types,ms,82
structured-types.wild-monoids,ms,82
category-theory.homotopies-natural-transformations-large-precategories,ms,82
elementary-number-theory.minimum-rational-numbers,ms,82
order-theory.large-subposets,ms,82
commutative-algebra.subsets-commutative-rings,ms,82
trees.plane-trees,ms,82
set-theory.inequality-increasing-binary-sequences,ms,82
synthetic-homotopy-theory.tangent-spheres,ms,82
synthetic-homotopy-theory.cofibers-of-pointed-maps,ms,82
foundation.truncated-types,ms,82
foundation.symmetric-cores-binary-relations,ms,82
structured-types.medial-magmas,ms,82
globular-types.reflexive-globular-maps,ms,81
order-theory.dependent-products-large-meet-semilattices,ms,81
commutative-algebra.powers-of-elements-commutative-rings,ms,81
category-theory.copointed-endofunctors-precategories,ms,81
structured-types.pointed-universal-property-contractible-types,ms,81
elementary-number-theory.relatively-prime-natural-numbers,ms,81
group-theory.cyclic-groups,ms,81
globular-types.base-change-dependent-reflexive-globular-types,ms,81
foundation.idempotent-maps,ms,80
metric-spaces.cauchy-approximations-pseudometric-spaces,ms,80
group-theory.powers-of-elements-large-commutative-monoids,ms,80
foundation.constant-type-families,ms,80
group-theory.automorphism-groups,ms,80
foundation.truncated-maps,ms,80
orthogonal-factorization-systems,ms,80
foundation.multivariable-operations,ms,80
order-theory.dependent-products-large-inflattices,ms,80
elementary-number-theory.maximum-rational-numbers,ms,80
wild-category-theory.maps-noncoherent-omega-precategories,ms,80
graph-theory.neighbors-undirected-graphs,ms,80
order-theory.deflationary-maps-posets,ms,80
