name,unit,ea5ccbc7fd64d270b2972293f942575bc9f7cd0d
foundation.operations-cospan-diagrams,ms,80
group-theory.cartesian-products-commutative-monoids,ms,80
real-numbers.isometry-negation-real-numbers,ms,79
foundation.universal-property-contractible-types,ms,79
higher-group-theory.higher-groups,ms,79
synthetic-homotopy-theory.premanifolds,ms,79
linear-algebra.tuples-on-monoids,ms,79
complex-numbers.raising-universe-levels-complex-numbers,ms,79
commutative-algebra.poset-of-ideals-commutative-rings,ms,79
order-theory.dependent-products-large-suplattices,ms,79
elementary-number-theory.minimum-standard-finite-types,ms,78
foundation-core.whiskering-homotopies-concatenation,ms,78
category-theory.commuting-squares-of-morphisms-in-precategories,ms,78
set-theory.inhabited-cardinals,ms,78
foundation.operations-span-diagrams,ms,78
foundation.maps-in-global-subuniverses,ms,78
group-theory.category-of-groups,ms,78
synthetic-homotopy-theory.connective-prespectra,ms,78
order-theory.large-preorders,ms,78
order-theory.poset-closed-intervals-total-orders,ms,78
group-theory.commutative-monoids,ms,78
commutative-algebra.radical-ideals-generated-by-subsets-commutative-rings,ms,77
structured-types.morphisms-retractive-types,ms,77
higher-group-theory.equivalences-higher-groups,ms,77
category-theory.full-maps-precategories,ms,77
commutative-algebra.multiples-of-elements-commutative-rings,ms,77
real-numbers.negative-real-numbers,ms,77
elementary-number-theory.nonzero-rational-numbers,ms,77
category-theory.coalgebras-comonads-on-precategories,ms,77
graph-theory.dependent-sums-directed-graphs,ms,77
metric-spaces.poset-of-rational-neighborhood-relations,ms,76
real-numbers.accumulation-points-subsets-real-numbers,ms,76
group-theory.representations-monoids-precategories,ms,76
metric-spaces.metric-space-of-maps-metric-spaces,ms,76
category-theory.functors-large-categories,ms,76
logic.functoriality-existential-quantification,ms,76
elementary-number-theory.euclidean-division-natural-numbers,ms,76
elementary-number-theory.unit-elements-standard-finite-types,ms,76
foundation.singleton-induction,ms,76
universal-algebra.algebras,ms,76
elementary-number-theory.maximum-standard-finite-types,ms,76
commutative-algebra.associative-algebras-commutative-rings,ms,76
foundation.mere-embeddings,ms,75
structured-types.pointed-cartesian-product-types,ms,75
graph-theory.faithful-morphisms-undirected-graphs,ms,75
synthetic-homotopy-theory.descent-data-identity-types-over-pushouts,ms,75
foundation.split-surjective-maps,ms,75
structured-types.conjugation-pointed-types,ms,75
foundation.multivariable-functoriality-set-quotients,ms,75
foundation-core.commuting-triangles-of-maps,ms,75
elementary-number-theory.multiplication-negative-rational-numbers,ms,75
real-numbers.strict-inequality-nonnegative-real-numbers,ms,75
analysis.limits-of-sequences-metric-abelian-groups,ms,75
ring-theory.dependent-products-ring-extensions-rational-numbers,ms,75
order-theory.total-preorders,ms,74
modal-type-theory.crisp-dependent-function-types,ms,74
synthetic-homotopy-theory.pullback-property-pushouts,ms,74
synthetic-category-theory.equivalences-synthetic-categories,ms,74
order-theory.principal-upper-sets-large-posets,ms,74
foundation.equivalence-injective-type-families,ms,74
order-theory.opposite-large-posets,ms,74
group-theory.semigroups,ms,74
order-theory.opposite-posets,ms,74
order-theory.finite-total-orders,ms,73
linear-algebra.finite-sequences-in-abelian-groups,ms,73
foundation.structured-equality-duality,ms,73
order-theory.poset-closed-intervals-lattices,ms,73
metric-spaces.dependent-products-complete-metric-spaces,ms,73
order-theory.strictly-inflationary-maps-strict-preorders,ms,73
foundation-core.empty-types,ms,73
orthogonal-factorization-systems.factorization-operations-global-function-classes,ms,73
trees.cartesian-product-polynomial-endofunctors,ms,72
foundation.action-on-equivalences-functions,ms,72
category-theory.pointed-endofunctors-categories,ms,72
order-theory.opposite-preorders,ms,72
organic-chemistry.alcohols,ms,72
foundation.similarity-subtypes,ms,72
foundation.torsorial-type-families,ms,72
elementary-number-theory.proper-divisors-natural-numbers,ms,72
order-theory.precategory-of-posets,ms,72
universal-algebra.congruences,ms,72
foundation.large-locale-of-propositions,ms,72
foundation.irrefutable-propositions,ms,72
group-theory.symmetric-concrete-groups,ms,72
univalent-combinatorics.embeddings,ms,72
higher-group-theory.automorphism-groups,ms,72
foundation.empty-subtypes,ms,72
group-theory.centralizer-subgroups,ms,72
foundation.cantor-schroder-bernstein-escardo,ms,72
group-theory.commutative-semigroups,ms,72
linear-algebra.subsets-left-modules-rings,ms,71
commutative-algebra.unital-algebras-commutative-rings,ms,71
foundation.universal-property-booleans,ms,71
order-theory.opposite-large-preorders,ms,71
foundation.products-unordered-pairs-of-types,ms,71
foundation-core.embeddings,ms,71
structured-types.commuting-squares-of-pointed-homotopies,ms,71
real-numbers.pointwise-continuous-endomaps-real-numbers,ms,71
commutative-algebra.multiples-of-elements-commutative-semirings,ms,71
order-theory.principal-lower-sets-large-posets,ms,71
order-theory.decidable-preorders,ms,71
graph-theory.polygons,ms,71
metric-spaces.interior-subsets-metric-spaces,ms,70
order-theory.well-founded-relations,ms,70
metric-spaces.images-uniformly-continuous-maps-metric-spaces,ms,70
foundation-core.path-split-maps,ms,70
elementary-number-theory.bernoullis-inequality-positive-rational-numbers,ms,70
real-numbers.pointwise-epsilon-delta-continuous-endomaps-real-numbers,ms,70
foundation.mere-equivalences,ms,70
lists.equivalence-relations-tuples,ms,70
graph-theory.finite-graphs,ms,70
foundation.unordered-pairs-of-types,ms,70
linear-algebra.transposition-matrices,ms,70
foundation.monomorphisms,ms,69
order-theory.inflationary-maps-posets,ms,69
foundation.dependent-telescopes,ms,69
foundation.mere-logical-equivalences,ms,69
commutative-algebra.nilradical-commutative-rings,ms,69
linear-algebra.linear-forms-vector-spaces,ms,69
foundation.diaconescus-theorem,ms,69
order-theory.upper-bounds-posets,ms,69
foundation.universal-property-identity-systems,ms,69
foundation.operations-spans,ms,69
category-theory.isomorphism-induction-precategories,ms,69
elementary-number-theory.conatural-numbers,ms,68
foundation.products-equivalence-relations,ms,68
foundation.morphisms-cospans,ms,68
foundation.whiskering-higher-homotopies-composition,ms,68
univalent-combinatorics.unions-subtypes,ms,68
order-theory.inflationary-maps-preorders,ms,68
foundation.double-negation-dense-equality,ms,68
graph-theory,ms,68
order-theory.homomorphisms-meet-suplattices,ms,68
graph-theory.raising-universe-levels-directed-graphs,ms,68
foundation.operations-cospans,ms,68
foundation.double-negation,ms,68
orthogonal-factorization-systems.extensions-maps,ms,68
graph-theory.directed-graphs,ms,67
univalent-combinatorics.finite-subtypes,ms,67
structured-types.function-wild-monoids,ms,67
elementary-number-theory.equality-rational-numbers,ms,67
modal-type-theory.crisp-function-types,ms,67
group-theory.commuting-elements-semigroups,ms,67
category-theory.embeddings-precategories,ms,67
metric-spaces.locally-constant-maps-metric-spaces,ms,67
category-theory.one-object-precategories,ms,67
group-theory.kernels-homomorphisms-concrete-groups,ms,67
group-theory.kernels-homomorphisms-abelian-groups,ms,66
category-theory.commuting-squares-of-morphisms-in-large-precategories,ms,66
group-theory.powers-of-elements-commutative-monoids,ms,66
lists.subsequences,ms,66
foundation.path-split-maps,ms,66
group-theory.dependent-products-groups,ms,66
linear-algebra.finite-sequences-in-semirings,ms,66
foundation.full-subtypes,ms,66
structured-types,ms,66
lists.flattening-lists,ms,65
trees.w-type-of-natural-numbers,ms,65
elementary-number-theory.archimedean-property-integers,ms,65
metric-spaces.category-of-metric-spaces-and-short-maps,ms,65
foundation.morphisms-spans,ms,65
foundation.connected-components,ms,65
elementary-number-theory.nonpositive-rational-numbers,ms,65
structured-types.pointed-sections,ms,65
metric-spaces.category-of-metric-spaces-and-isometries,ms,65
logic.propositionally-double-negation-eliminating-maps,ms,65
real-numbers.totally-bounded-subsets-real-numbers,ms,65
graph-theory.base-change-dependent-reflexive-graphs,ms,65
univalent-combinatorics.decidable-dependent-pair-types,ms,65
group-theory.trivial-groups,ms,64
elementary-number-theory.sums-of-finite-sequences-of-rational-numbers,ms,64
elementary-number-theory.binomial-theorem-integers,ms,64
globular-types.products-families-of-globular-types,ms,64
univalent-combinatorics.inhabited-finitely-enumerable-types,ms,64
lists.functoriality-tuples-finite-sequences,ms,64
analysis.absolute-convergence-series-real-numbers,ms,64
organic-chemistry.hydrocarbons,ms,64
univalent-combinatorics.inhabited-finitely-enumerable-subtypes,ms,64
foundation.cartesian-products-subtypes,ms,64
foundation.negated-equality,ms,64
group-theory.multiples-of-elements-abelian-groups,ms,64
foundation-core.function-types,ms,63
elementary-number-theory.sieve-of-eratosthenes,ms,63
category-theory.essentially-surjective-functors-precategories,ms,63
foundation.bicomposition-functions,ms,63
order-theory.deflationary-maps-preorders,ms,63
orthogonal-factorization-systems.large-lawvere-tierney-topologies,ms,63
complex-numbers.real-complex-numbers,ms,63
ring-theory.powers-of-elements-semirings,ms,63
category-theory.subterminal-precategories,ms,63
order-theory.homomorphisms-frames,ms,63
order-theory.accessible-elements-relations,ms,63
structured-types.wild-loops,ms,63
group-theory.function-abelian-groups,ms,63
trees.universal-multiset,ms,63
metric-spaces.preimages-rational-neighborhood-relations,ms,62
ring-theory.nilpotent-elements-rings,ms,62
order-theory.inhabited-chains-preorders,ms,62
foundation.locale-of-propositions,ms,62
foundation-core.iterating-functions,ms,62
foundation.propositions,ms,62
group-theory.cayleys-theorem,ms,62
foundation.preunivalence,ms,62
modal-type-theory.flat-modality,ms,62
linear-algebra.negation-linear-maps-left-modules-rings,ms,62
universal-algebra.precategory-of-algebras-algebraic-theories,ms,62
order-theory.lower-bounds-posets,ms,62
elementary-number-theory.ring-of-rational-numbers,ms,62
higher-group-theory.homomorphisms-higher-group-actions,ms,62
functional-analysis.additive-complete-metric-abelian-groups-real-banach-spaces,ms,62
order-theory.large-subpreorders,ms,61
elementary-number-theory.inequality-positive-rational-numbers,ms,61
univalent-combinatorics.skipping-element-standard-finite-types,ms,61
ring-theory.subsets-semirings,ms,61
order-theory.upper-bounds-large-posets,ms,61
orthogonal-factorization-systems.lawvere-tierney-topologies,ms,61
group-theory.subsets-semigroups,ms,61
linear-algebra.finite-sequences-in-groups,ms,61
synthetic-homotopy-theory.dependent-universal-property-suspensions,ms,61
foundation.tight-large-apartness-relations,ms,61
metric-spaces.pointwise-epsilon-delta-continuous-maps-metric-spaces,ms,61
foundation.implicit-function-types,ms,61
foundation.pullbacks-subtypes,ms,61
synthetic-homotopy-theory.multiplication-circle,ms,61
elementary-number-theory.repeating-element-standard-finite-type,ms,61
functional-analysis.series-real-banach-spaces,ms,61
synthetic-homotopy-theory.morphisms-dependent-sequential-diagrams,ms,60
elementary-number-theory.binomial-theorem-natural-numbers,ms,60
group-theory.sums-of-finite-sequences-of-elements-semigroups,ms,60
real-numbers.absolute-value-closed-intervals-real-numbers,ms,60
ring-theory.quotient-rings,ms,60
group-theory.central-elements-groups,ms,60
elementary-number-theory.additive-group-of-rational-numbers,ms,60
foundation.span-diagrams,ms,60
analysis.convergent-series-real-numbers,ms,60
finite-algebra.semisimple-commutative-finite-rings,ms,60
foundation.hilbert-epsilon-operators-maps,ms,60
univalent-combinatorics.sums-of-natural-numbers,ms,60
set-theory.baire-space,ms,60
real-numbers.infima-and-suprema-families-real-numbers,ms,59
real-numbers.similarity-positive-real-numbers,ms,59
real-numbers.large-additive-group-of-real-numbers,ms,59
foundation.action-on-equivalences-type-families-over-subuniverses,ms,59
linear-algebra.tuples-on-semirings,ms,59
foundation.equivalences-inverse-sequential-diagrams,ms,59
group-theory.function-groups,ms,59
reflection.definitions,ms,59
order-theory.homomorphisms-suplattices,ms,59
metric-spaces.cauchy-approximations-metric-spaces,ms,58
commutative-algebra.multiples-of-elements-integral-domains,ms,58
real-numbers.minimum-finite-families-real-numbers,ms,58
foundation.universal-quantification,ms,58
elementary-number-theory.cross-multiplication-difference-rational-numbers,ms,58
globular-types.universal-globular-type,ms,58
graph-theory.displayed-large-reflexive-graphs,ms,58
foundation.dependent-homotopies,ms,58
category-theory.anafunctors-categories,ms,58
modal-type-theory.universal-property-flat-discrete-crisp-types,ms,58
elementary-number-theory.nonnegative-integer-fractions,ms,57
commutative-algebra.subsets-algebras-commutative-rings,ms,57
structured-types.pointed-spans,ms,57
linear-algebra.tuples-on-commutative-semirings,ms,57
order-theory.homomorphisms-large-meet-semilattices,ms,57
synthetic-homotopy-theory.truncated-acyclic-types,ms,57
foundation.type-arithmetic-booleans,ms,57
lists.sorting-algorithms-lists,ms,57
foundation.double-negation-stable-equality,ms,57
group-theory.commutators-of-elements-groups,ms,57
order-theory.filters-posets,ms,57
elementary-number-theory.lower-bounds-natural-numbers,ms,57
elementary-number-theory.archimedean-property-positive-rational-numbers,ms,56
foundation.projective-types,ms,56
ring-theory.intersections-ideals-semirings,ms,56
elementary-number-theory.initial-segments-natural-numbers,ms,56
graph-theory.complete-bipartite-graphs,ms,56
foundation-core.univalence,ms,56
group-theory.free-concrete-group-actions,ms,56
order-theory.meet-suplattices,ms,56
foundation.small-maps,ms,56
group-theory.dependent-products-large-semigroups,ms,56
group-theory.monoid-actions,ms,56
metric-spaces.cauchy-sequences-complete-metric-spaces,ms,56
elementary-number-theory.negative-integer-fractions,ms,56
graph-theory.cartesian-products-directed-graphs,ms,56
elementary-number-theory.monoid-of-natural-numbers-with-maximum,ms,56
analysis.series-real-numbers,ms,56
graph-theory.universal-directed-graph,ms,56
synthetic-homotopy-theory.whitehead-principle-maps,ms,55
linear-algebra.tuples-on-commutative-monoids,ms,55
univalent-combinatorics.image-of-maps,ms,55
synthetic-homotopy-theory.equifibered-sequential-diagrams,ms,55
group-theory.commuting-elements-groups,ms,55
synthetic-homotopy-theory.groups-of-loops-in-1-types,ms,55
set-theory.strict-lower-bounds-increasing-binary-sequences,ms,55
foundation.smallness-large-similarity-relations,ms,55
group-theory.central-elements-semigroups,ms,55
foundation.products-unordered-tuples-of-types,ms,55
category-theory.monomorphisms-in-large-precategories,ms,55
linear-algebra.finite-sequences-in-commutative-semirings,ms,55
foundation.decidable-relations,ms,55
order-theory.similarity-of-elements-large-preorders,ms,55
elementary-number-theory.intersections-closed-intervals-rational-numbers,ms,55
orthogonal-factorization-systems.localizations-at-subuniverses,ms,55
foundation.wild-category-of-types,ms,55
group-theory.rational-commutative-monoids,ms,54
foundation.universal-property-empty-type,ms,54
literature.idempotents-in-intensional-type-theory,ms,54
foundation-core.1-types,ms,54
category-theory.natural-isomorphisms-functors-large-precategories,ms,54
real-numbers.minimum-inhabited-finitely-enumerable-subsets-real-numbers,ms,54
logic.complements-de-morgan-subtypes,ms,54
graph-theory.undirected-graphs,ms,54
linear-algebra.addition-linear-maps-left-modules-commutative-rings,ms,54
foundation.subtype-duality,ms,54
foundation.whiskering-homotopies-concatenation,ms,54
trees.function-polynomial-endofunctors,ms,54
order-theory.large-strict-preorders,ms,54
foundation.universal-property-maybe,ms,54
real-numbers.zero-real-numbers,ms,54
orthogonal-factorization-systems.double-negation-sheaves,ms,53
order-theory.strictly-preordered-sets,ms,53
foundation.standard-ternary-pullbacks,ms,53
elementary-number-theory.cofibonacci,ms,53
real-numbers.large-ring-of-real-numbers,ms,53
trees.w-type-of-propositions,ms,53
foundation.cartesian-product-types,ms,53
order-theory.decidable-subpreorders,ms,53
order-theory.interval-subposets,ms,53
literature.sequential-colimits-in-homotopy-type-theory,ms,53
metric-spaces.action-on-convergent-sequences-modulated-uniformly-continuous-maps-metric-spaces,ms,53
category-theory.full-functors-precategories,ms,53
order-theory.strictly-increasing-sequences-strictly-preordered-sets,ms,53
ring-theory.local-rings,ms,53
group-theory.centers-semigroups,ms,53
metric-spaces.images-short-maps-metric-spaces,ms,53
commutative-algebra.dependent-products-unital-algebras-commutative-rings,ms,52
metric-spaces.open-subsets-located-metric-spaces,ms,52
linear-algebra.finite-sequences-in-monoids,ms,52
structured-types.dependent-products-h-spaces,ms,52
real-numbers.binary-maximum-nonnegative-real-numbers,ms,52
foundation.infinity-connected-types,ms,52
group-theory.inverse-semigroups,ms,52
ring-theory.trivial-rings,ms,52
foundation.postcomposition-dependent-functions,ms,52
order-theory.sequences-posets,ms,52
foundation.iterated-dependent-pair-types,ms,52
group-theory.equivalences-concrete-groups,ms,52
graph-theory.totally-faithful-morphisms-undirected-graphs,ms,52
graph-theory.large-higher-directed-graphs,ms,52
metric-spaces.action-on-convergent-sequences-short-maps-metric-spaces,ms,52
ring-theory.category-of-rings,ms,52
real-numbers.zero-nonnegative-real-numbers,ms,52
foundation.complements-subtypes,ms,52
foundation.univalence-implies-function-extensionality,ms,51
commutative-algebra.subsets-commutative-semirings,ms,51
real-numbers.saturation-inequality-real-numbers,ms,51
category-theory.essentially-injective-functors-precategories,ms,51
category-theory.initial-objects-precategories,ms,51
univalent-combinatorics.equality-finite-types,ms,51
foundation.irrefutable-equality,ms,51
synthetic-homotopy-theory.acyclic-types,ms,51
order-theory.similarity-of-elements-preorders,ms,51
foundation.dependent-products-large-binary-relations,ms,51
orthogonal-factorization-systems.wide-global-function-classes,ms,50
order-theory.finite-posets,ms,50
graph-theory.wide-displayed-large-reflexive-graphs,ms,50
elementary-number-theory.strictly-ordered-pairs-of-natural-numbers,ms,50
linear-algebra.finite-sequences-in-commutative-monoids,ms,50
order-theory.transitive-well-founded-relations,ms,50
foundation.full-subuniverses,ms,50
foundation.subsingleton-induction,ms,50
graph-theory.edge-colored-undirected-graphs,ms,50
univalent-combinatorics.cubes,ms,50
category-theory.epimorphisms-in-large-precategories,ms,50
univalent-combinatorics.riffle-shuffles,ms,50
foundation.negation,ms,50
real-numbers.addition-negative-real-numbers,ms,50
elementary-number-theory.floor-nonnegative-rational-numbers,ms,50
spectral-theory.eigenmodules-linear-endomaps-left-modules-commutative-rings,ms,49
metric-spaces.triangular-rational-neighborhood-relations,ms,49
elementary-number-theory.archimedean-property-rational-numbers,ms,49
elementary-number-theory.minimum-positive-rational-numbers,ms,49
globular-types.binary-dependent-globular-types,ms,49
group-theory.intersections-subgroups-abelian-groups,ms,49
synthetic-homotopy-theory.dependent-sequential-diagrams,ms,49
elementary-number-theory.exponentiation-natural-numbers,ms,49
foundation.axiom-of-dependent-choice,ms,49
functional-analysis.real-hilbert-spaces,ms,49
order-theory.decidable-subposets,ms,49
globular-types.superglobular-types,ms,49
univalent-combinatorics.cycle-partitions,ms,49
group-theory.dependent-products-commutative-monoids,ms,49
elementary-number-theory.divisibility-standard-finite-types,ms,49
metric-spaces.continuity-of-maps-at-points-metric-spaces,ms,49
elementary-number-theory.inequality-arithmetic-geometric-means-integers,ms,48
real-numbers.inhabited-finitely-enumerable-subsets-real-numbers,ms,48
trees.rooted-undirected-trees,ms,48
ring-theory.central-elements-rings,ms,48
ring-theory.central-elements-semirings,ms,48
commutative-algebra.multiples-of-elements-euclidean-domains,ms,48
foundation.commuting-triangles-of-morphisms-arrows,ms,48
set-theory.positive-elements-increasing-binary-sequences,ms,48
linear-algebra.matrices,ms,48
metric-spaces.dense-subsets-metric-spaces,ms,48
linear-algebra.conjugate-symmetric-sesquilinear-forms-complex-vector-spaces,ms,48
real-numbers.cofinal-and-coinitial-endomaps-real-numbers,ms,47
globular-types.discrete-reflexive-globular-types,ms,47
foundation.discrete-types,ms,47
order-theory.chains-preorders,ms,47
structured-types.function-h-spaces,ms,47
univalent-combinatorics.injective-maps,ms,47
literature.100-theorems,ms,47
higher-group-theory.eilenberg-mac-lane-spaces,ms,47
elementary-number-theory.bounded-sums-arithmetic-functions,ms,47
species.cauchy-series-species-of-types,ms,47
real-numbers.raising-universe-levels-lower-dedekind-real-numbers,ms,47
organic-chemistry.saturated-carbons,ms,47
category-theory.endomorphisms-in-categories,ms,47
group-theory.dependent-products-large-monoids,ms,46
group-theory.orders-of-elements-groups,ms,46
order-theory.maximal-chains-preorders,ms,46
species.exponentials-cauchy-series-of-types,ms,46
univalent-combinatorics.equivalences,ms,46
commutative-algebra.category-of-commutative-rings,ms,46
logic.markovian-types,ms,46
linear-algebra.standard-euclidean-vector-spaces,ms,46
group-theory.category-of-abelian-groups,ms,46
category-theory.terminal-objects-precategories,ms,46
group-theory.subsets-monoids,ms,45
elementary-number-theory.poset-closed-intervals-rational-numbers,ms,45
orthogonal-factorization-systems.localizations-at-maps,ms,45
organic-chemistry.methane,ms,45
foundation.structure,ms,45
order-theory.homomorphisms-large-frames,ms,45
group-theory.embeddings-abelian-groups,ms,45
foundation.action-on-equivalences-functions-out-of-subuniverses,ms,45
order-theory.dependent-products-large-preorders,ms,45
graph-theory.embeddings-directed-graphs,ms,45
univalent-combinatorics.complements-decidable-subtypes,ms,45
synthetic-homotopy-theory.composition-cospans,ms,45
elementary-number-theory.kolakoski-sequence,ms,45
metric-spaces.modulated-cauchy-sequences-complete-metric-spaces,ms,45
commutative-algebra.dependent-products-associative-algebras-commutative-rings,ms,45
order-theory.homomorphisms-large-locales,ms,45
globular-types.base-change-dependent-globular-types,ms,45
elementary-number-theory.poset-of-natural-numbers-ordered-by-divisibility,ms,45
globular-types,ms,45
foundation.interchange-law,ms,45
foundation.iterated-successors-truncation-levels,ms,44
group-theory.function-commutative-monoids,ms,44
synthetic-homotopy-theory.prespectra,ms,44
group-theory.dependent-products-monoids,ms,44
metric-spaces.action-on-cauchy-sequences-uniformly-continuous-maps-metric-spaces,ms,44
metric-spaces.nets-located-metric-spaces,ms,44
foundation.whiskering-operations,ms,44
elementary-number-theory.inequalities-positive-and-negative-rational-numbers,ms,44
foundation.type-arithmetic-dependent-function-types,ms,44
elementary-number-theory.factorials,ms,43
metric-spaces.limits-of-maps-metric-spaces,ms,43
ring-theory.nil-ideals-rings,ms,43
lists.sort-by-insertion-lists,ms,43
elementary-number-theory.peano-arithmetic,ms,43
trees.bounded-multisets,ms,43
real-numbers.binary-minimum-nonnegative-real-numbers,ms,43
foundation.globular-type-of-dependent-functions,ms,43
group-theory.surjective-group-homomorphisms,ms,43
foundation-core.families-of-equivalences,ms,43
metric-spaces.action-on-convergent-sequences-uniformly-continuous-maps-metric-spaces,ms,43
foundation.universal-property-equivalences,ms,43
universal-algebra.models-of-signatures,ms,43
graph-theory.matchings,ms,43
order-theory.homomorphisms-large-suplattices,ms,43
foundation.dependent-pair-types,ms,43
real-numbers.large-multiplicative-group-of-positive-real-numbers,ms,43
order-theory.closed-intervals-large-posets,ms,43
structured-types.finite-multiplication-magmas,ms,43
real-numbers.raising-universe-levels-upper-dedekind-real-numbers,ms,42
univalent-combinatorics.ramsey-theory,ms,42
real-numbers.metric-space-of-functions-into-real-numbers,ms,42
order-theory.sequences-preorders,ms,42
group-theory.torsion-elements-groups,ms,42
group-theory.subsets-commutative-monoids,ms,42
elementary-number-theory.strict-inequality-positive-rational-numbers,ms,42
group-theory.centers-monoids,ms,42
real-numbers.density-rationals-proper-closed-intervals-real-numbers,ms,42
elementary-number-theory.nonzero-integers,ms,42
order-theory.top-elements-posets,ms,42
trees.elementhood-relation-coalgebras-polynomial-endofunctors,ms,42
elementary-number-theory.absolute-value-closed-intervals-rational-numbers,ms,42
ring-theory.large-function-rings,ms,42
group-theory.function-monoids,ms,41
univalent-combinatorics.equivalences-standard-finite-types,ms,41
group-theory.monomorphisms-groups,ms,41
order-theory.transposition-inequalities-along-sections-of-order-preserving-maps-posets,ms,41
linear-algebra.finite-sequences-in-commutative-semigroups,ms,41
foundation.mere-decidable-embeddings,ms,41
category-theory.embedding-maps-precategories,ms,41
order-theory.transposition-inequalities-along-order-preserving-retractions-posets,ms,41
globular-types.large-symmetric-globular-types,ms,41
globular-types.symmetric-globular-types,ms,41
graph-theory.complete-multipartite-graphs,ms,41
universal-algebra.extensions-signatures,ms,41
lists.sorting-algorithms-tuples,ms,41
elementary-number-theory.multiplicative-inverses-positive-integer-fractions,ms,41
commutative-algebra.centers-rings,ms,41
ring-theory.opposite-ring-extensions-rational-numbers,ms,41
synthetic-category-theory.retractions-synthetic-categories,ms,41
literature.wikipedia-list-of-theorems,ms,41
foundation.noncontractible-types,ms,40
real-numbers.multiplicative-inverses-negative-real-numbers,ms,40
group-theory.commuting-elements-monoids,ms,40
elementary-number-theory.based-induction-natural-numbers,ms,40
group-theory.embeddings-groups,ms,40
foundation.double-negation-modality,ms,40
orthogonal-factorization-systems.families-of-types-local-at-maps,ms,40
category-theory.sieves-in-categories,ms,40
category-theory.endomorphisms-in-precategories,ms,40
order-theory.top-elements-preorders,ms,40
group-theory.mere-equivalences-concrete-group-actions,ms,40
real-numbers.maximum-finite-families-nonnegative-real-numbers,ms,40
foundation.descent-empty-types,ms,39
foundation.copartial-functions,ms,39
group-theory.precategory-of-group-actions,ms,39
order-theory.maximal-chains-posets,ms,39
real-numbers.isometry-difference-real-numbers,ms,39
species.coproducts-species-of-types,ms,39
metric-spaces.limits-of-cauchy-sequences-metric-spaces,ms,39
metric-spaces.convergent-sequences-metric-spaces,ms,39
elementary-number-theory.products-of-natural-numbers,ms,39
graph-theory.universal-reflexive-graph,ms,39
metric-spaces.approximations-located-metric-spaces,ms,39
group-theory.commuting-squares-of-group-homomorphisms,ms,39
metric-spaces.closed-subsets-located-metric-spaces,ms,39
elementary-number-theory.archimedean-property-integer-fractions,ms,39
commutative-algebra.local-commutative-rings,ms,39
order-theory.dependent-products-large-posets,ms,39
group-theory.homotopy-automorphism-groups,ms,39
real-numbers.metric-additive-group-of-real-numbers,ms,38
order-theory.finite-coverings-locales,ms,38
elementary-number-theory.series-rational-numbers,ms,38
globular-types.exponentials-globular-types,ms,38
foundation.induction-principle-propositional-truncation,ms,38
foundation.infinity-connected-maps,ms,38
synthetic-homotopy-theory.0-acyclic-maps,ms,38
order-theory.similarity-of-order-preserving-maps-large-preorders,ms,38
linear-algebra.orthogonality-bilinear-forms-real-vector-spaces,ms,38
graph-theory.simple-undirected-graphs,ms,38
modal-type-theory.action-on-identifications-flat-modality,ms,37
group-theory.epimorphisms-groups,ms,37
linear-algebra.left-submodules-commutative-rings,ms,37
logic.dirk-gentlys-principle,ms,37
orthogonal-factorization-systems.wide-function-classes,ms,37
higher-group-theory.subgroups-higher-groups,ms,37
group-theory.characteristic-subgroups,ms,37
order-theory.inhabited-finite-total-orders,ms,37
foundation.uniqueness-quantification,ms,37
elementary-number-theory.maximum-nonnegative-rational-numbers,ms,37
order-theory.similarity-of-order-preserving-maps-large-posets,ms,37
group-theory.cartesian-products-semigroups,ms,37
group-theory.dependent-products-semigroups,ms,37
elementary-number-theory.divisibility-modular-arithmetic,ms,37
logic.cartesian-products-double-negation-stable-subtypes,ms,37
elementary-number-theory.natural-numbers,ms,37
graph-theory.higher-directed-graphs,ms,37
univalent-combinatorics.dedekind-finite-sets,ms,37
synthetic-homotopy-theory.descent-circle-constant-families,ms,37
ring-theory.nontrivial-rings,ms,36
univalent-combinatorics.double-counting,ms,36
structured-types.retractive-types,ms,36
orthogonal-factorization-systems.mere-lifting-properties,ms,36
elementary-number-theory.positive-integer-fractions,ms,36
graph-theory.reflecting-maps-undirected-graphs,ms,36
structured-types.cyclic-types,ms,36
reflection.terms,ms,36
order-theory.strict-subpreorders,ms,36
order-theory.bottom-elements-posets,ms,36
graph-theory.geometric-realizations-undirected-graphs,ms,36
order-theory.commuting-squares-of-order-preserving-maps-large-posets,ms,36
complex-numbers.addition-nonzero-complex-numbers,ms,36
complex-numbers.local-ring-of-complex-numbers,ms,36
univalent-combinatorics.isotopies-latin-squares,ms,36
trees.empty-multisets,ms,36
foundation.subterminal-types,ms,35
linear-algebra.kernels-linear-maps-left-modules-commutative-rings,ms,35
lists.functoriality-finite-sequences,ms,35
real-numbers.similarity-nonnegative-real-numbers,ms,35
real-numbers.irrationality-square-root-of-two,ms,35
real-numbers.equality-real-numbers,ms,35
metric-spaces.action-on-modulated-cauchy-sequences-modulated-uniformly-continuous-maps-metric-spaces,ms,35
group-theory.conjugation-concrete-groups,ms,35
category-theory.rigid-objects-categories,ms,35
group-theory.trivial-group-homomorphisms,ms,35
real-numbers.rational-upper-dedekind-real-numbers,ms,35
commutative-algebra.powers-of-elements-commutative-semirings,ms,35
globular-types.dependent-globular-types,ms,35
